images transferred
everything loaded
cornet_z_vggface_oneobject
runs created?
=> creating model 'cornet_z'
cornet_z
normalization constant Z is set to 391486.3
Epoch: [0][0/690]	Time 11.844 (11.844)	Data 5.604 (5.604)	Loss 10.0466 (10.0466)	
Test [18176/22066]	Net Time 0.943 (0.372)	Cls Time 0.049 (0.052)	Top1: 0.25
Test [18432/22066]	Net Time 0.029 (0.367)	Cls Time 0.045 (0.052)	Top1: 0.24
Test [18688/22066]	Net Time 0.293 (0.366)	Cls Time 0.049 (0.052)	Top1: 0.24
Test [18944/22066]	Net Time 0.013 (0.361)	Cls Time 0.043 (0.051)	Top1: 0.24
Test [19200/22066]	Net Time 0.750 (0.367)	Cls Time 0.047 (0.051)	Top1: 0.27
Test [19456/22066]	Net Time 0.025 (0.362)	Cls Time 0.043 (0.051)	Top1: 0.26
Test [19712/22066]	Net Time 0.780 (0.368)	Cls Time 0.049 (0.051)	Top1: 0.26
Test [19968/22066]	Net Time 0.011 (0.363)	Cls Time 0.046 (0.051)	Top1: 0.26
Test [20224/22066]	Net Time 1.025 (0.371)	Cls Time 0.060 (0.051)	Top1: 0.25
Test [20480/22066]	Net Time 0.008 (0.367)	Cls Time 0.046 (0.051)	Top1: 0.25
Test [20736/22066]	Net Time 0.333 (0.366)	Cls Time 0.047 (0.051)	Top1: 0.25
Test [20992/22066]	Net Time 0.008 (0.362)	Cls Time 0.059 (0.051)	Top1: 0.24
Test [21248/22066]	Net Time 0.668 (0.366)	Cls Time 0.047 (0.051)	Top1: 0.24
Test [21504/22066]	Net Time 0.010 (0.362)	Cls Time 0.047 (0.051)	Top1: 0.24
Test [21760/22066]	Net Time 0.216 (0.360)	Cls Time 0.047 (0.051)	Top1: 0.23
Test [22016/22066]	Net Time 0.009 (0.356)	Cls Time 0.047 (0.051)	Top1: 0.23
Test [22066/22066]	Net Time 0.031 (0.352)	Cls Time 0.010 (0.051)	Top1: 0.23
Epoch: [6][0/690]	Time 3.210 (3.210)	Data 3.065 (3.065)	Loss 15.7655 (15.7655)	
Epoch: [6][10/690]	Time 0.145 (0.956)	Data 0.000 (0.805)	Loss 15.7386 (15.4734)	
Epoch: [6][20/690]	Time 2.282 (0.948)	Data 2.122 (0.797)	Loss 16.7499 (15.7142)	
Epoch: [6][30/690]	Time 0.147 (0.912)	Data 0.000 (0.759)	Loss 16.2701 (15.9269)	
Epoch: [6][40/690]	Time 2.160 (0.901)	Data 2.002 (0.748)	Loss 16.3753 (16.0141)	
Epoch: [6][50/690]	Time 0.157 (0.878)	Data 0.000 (0.725)	Loss 16.2440 (16.1035)	
Epoch: [6][60/690]	Time 3.381 (0.880)	Data 3.223 (0.727)	Loss 16.3412 (16.1285)	
Epoch: [6][70/690]	Time 0.156 (0.848)	Data 0.000 (0.694)	Loss 15.7349 (16.0959)	
Epoch: [6][80/690]	Time 3.020 (0.861)	Data 2.847 (0.707)	Loss 15.5882 (16.0176)	
Epoch: [6][90/690]	Time 0.145 (0.845)	Data 0.000 (0.691)	Loss 16.2501 (15.9772)	
Epoch: [6][100/690]	Time 2.069 (0.835)	Data 1.912 (0.681)	Loss 15.9580 (15.9981)	
Epoch: [6][110/690]	Time 0.487 (0.827)	Data 0.331 (0.673)	Loss 15.5736 (15.9527)	
Epoch: [6][120/690]	Time 3.277 (0.839)	Data 3.113 (0.686)	Loss 16.5372 (15.9604)	
Epoch: [6][130/690]	Time 0.177 (0.825)	Data 0.000 (0.671)	Loss 16.2120 (15.9813)	
Epoch: [6][140/690]	Time 1.755 (0.830)	Data 1.611 (0.676)	Loss 15.1449 (15.9788)	
Epoch: [6][150/690]	Time 0.245 (0.813)	Data 0.100 (0.660)	Loss 15.2658 (15.9576)	
Epoch: [6][160/690]	Time 1.543 (0.823)	Data 1.396 (0.669)	Loss 14.8716 (15.9152)	
Epoch: [6][170/690]	Time 0.147 (0.816)	Data 0.000 (0.663)	Loss 15.8710 (15.8793)	
Epoch: [6][180/690]	Time 1.370 (0.818)	Data 1.223 (0.664)	Loss 17.5183 (15.9004)	
Epoch: [6][190/690]	Time 0.143 (0.813)	Data 0.000 (0.660)	Loss 16.0846 (15.9529)	
Epoch: [6][200/690]	Time 0.144 (0.815)	Data 0.000 (0.662)	Loss 13.9583 (15.8951)	
Epoch: [6][210/690]	Time 0.146 (0.812)	Data 0.000 (0.659)	Loss 15.7601 (15.8570)	
Epoch: [6][220/690]	Time 0.940 (0.810)	Data 0.796 (0.657)	Loss 16.4424 (15.8837)	
Epoch: [6][230/690]	Time 0.155 (0.817)	Data 0.000 (0.664)	Loss 15.5377 (15.8955)	
Epoch: [6][240/690]	Time 1.605 (0.812)	Data 1.461 (0.659)	Loss 16.8741 (15.8976)	
Epoch: [6][250/690]	Time 0.315 (0.804)	Data 0.170 (0.651)	Loss 15.0002 (15.9050)	
Epoch: [6][260/690]	Time 0.144 (0.808)	Data 0.000 (0.655)	Loss 15.3062 (15.8684)	
Epoch: [6][270/690]	Time 0.146 (0.807)	Data 0.000 (0.654)	Loss 16.4011 (15.8676)	
Epoch: [6][280/690]	Time 0.147 (0.812)	Data 0.000 (0.659)	Loss 15.7180 (15.8724)	
Epoch: [6][290/690]	Time 0.144 (0.806)	Data 0.000 (0.654)	Loss 14.6298 (15.8528)	
Epoch: [6][300/690]	Time 0.156 (0.807)	Data 0.000 (0.655)	Loss 15.2007 (15.8322)	
Epoch: [6][310/690]	Time 0.306 (0.804)	Data 0.161 (0.652)	Loss 16.1352 (15.8306)	
Epoch: [6][320/690]	Time 0.146 (0.805)	Data 0.000 (0.653)	Loss 15.3503 (15.8296)	
Epoch: [6][330/690]	Time 0.145 (0.807)	Data 0.000 (0.655)	Loss 15.8760 (15.8235)	
Epoch: [6][340/690]	Time 0.160 (0.808)	Data 0.000 (0.655)	Loss 15.3920 (15.8096)	
Epoch: [6][350/690]	Time 0.157 (0.807)	Data 0.000 (0.654)	Loss 15.6492 (15.8138)	
Epoch: [6][360/690]	Time 0.158 (0.805)	Data 0.000 (0.652)	Loss 15.7625 (15.8134)	
Epoch: [6][370/690]	Time 0.145 (0.807)	Data 0.000 (0.654)	Loss 17.8651 (15.8416)	
Epoch: [6][380/690]	Time 0.145 (0.804)	Data 0.000 (0.652)	Loss 16.0163 (15.8714)	
Epoch: [6][390/690]	Time 0.147 (0.807)	Data 0.000 (0.655)	Loss 15.9907 (15.8640)	
Epoch: [6][400/690]	Time 0.158 (0.805)	Data 0.000 (0.653)	Loss 15.5259 (15.8585)	
Epoch: [6][410/690]	Time 0.495 (0.806)	Data 0.350 (0.653)	Loss 15.5389 (15.8518)	
Epoch: [6][420/690]	Time 0.631 (0.803)	Data 0.483 (0.651)	Loss 15.5565 (15.8433)	
Epoch: [6][430/690]	Time 3.191 (0.809)	Data 3.021 (0.656)	Loss 15.4768 (15.8348)	
Epoch: [6][440/690]	Time 0.160 (0.805)	Data 0.000 (0.653)	Loss 15.8625 (15.8297)	
Epoch: [6][450/690]	Time 2.135 (0.806)	Data 1.977 (0.654)	Loss 16.3187 (15.8302)	
Epoch: [6][460/690]	Time 0.159 (0.804)	Data 0.000 (0.651)	Loss 16.5753 (15.8477)	
Epoch: [6][470/690]	Time 0.158 (0.803)	Data 0.000 (0.651)	Loss 15.6321 (15.8654)	
Epoch: [6][480/690]	Time 0.152 (0.807)	Data 0.000 (0.654)	Loss 14.2910 (15.8572)	
Epoch: [6][490/690]	Time 0.276 (0.802)	Data 0.132 (0.649)	Loss 15.2018 (15.8404)	
Epoch: [6][500/690]	Time 0.143 (0.806)	Data 0.000 (0.653)	Loss 15.1668 (15.8301)	
Epoch: [6][510/690]	Time 0.146 (0.803)	Data 0.000 (0.650)	Loss 15.1308 (15.8172)	
Epoch: [6][520/690]	Time 0.159 (0.805)	Data 0.000 (0.653)	Loss 15.6492 (15.8123)	
Epoch: [6][530/690]	Time 0.929 (0.802)	Data 0.772 (0.650)	Loss 14.9623 (15.8028)	
Epoch: [6][540/690]	Time 3.396 (0.806)	Data 3.228 (0.654)	Loss 15.1202 (15.7862)	
Epoch: [6][550/690]	Time 0.160 (0.805)	Data 0.000 (0.653)	Loss 14.7149 (15.7692)	
Epoch: [6][560/690]	Time 2.184 (0.805)	Data 2.028 (0.652)	Loss 14.4730 (15.7498)	
Epoch: [6][570/690]	Time 0.145 (0.801)	Data 0.000 (0.648)	Loss 14.6724 (15.7256)	
Epoch: [6][580/690]	Time 2.046 (0.804)	Data 1.900 (0.652)	Loss 15.5421 (15.7118)	
Epoch: [6][590/690]	Time 0.144 (0.802)	Data 0.000 (0.650)	Loss 15.0129 (15.6987)	
Epoch: [6][600/690]	Time 1.744 (0.803)	Data 1.597 (0.651)	Loss 14.8186 (15.6846)	
Epoch: [6][610/690]	Time 0.160 (0.802)	Data 0.000 (0.649)	Loss 15.1821 (15.6720)	
Epoch: [6][620/690]	Time 0.161 (0.804)	Data 0.000 (0.652)	Loss 14.7285 (15.6591)	
Epoch: [6][630/690]	Time 0.154 (0.801)	Data 0.000 (0.648)	Loss 14.8820 (15.6490)	
Epoch: [6][640/690]	Time 0.144 (0.801)	Data 0.000 (0.649)	Loss 14.2787 (15.6297)	
Epoch: [6][650/690]	Time 2.216 (0.803)	Data 2.058 (0.651)	Loss 15.5764 (15.6184)	
Epoch: [6][660/690]	Time 0.158 (0.803)	Data 0.000 (0.650)	Loss 14.9836 (15.6083)	
Epoch: [6][670/690]	Time 0.143 (0.803)	Data 0.000 (0.650)	Loss 14.7233 (15.5910)	
Epoch: [6][680/690]	Time 0.158 (0.806)	Data 0.000 (0.653)	Loss 15.0602 (15.5801)	
Test [256/22066]	Net Time 1.915 (1.915)	Cls Time 0.045 (0.045)	Top1: 0.00
Test [512/22066]	Net Time 0.883 (1.399)	Cls Time 0.049 (0.047)	Top1: 0.00
Test [768/22066]	Net Time 0.009 (0.936)	Cls Time 0.046 (0.046)	Top1: 0.00
Test [1024/22066]	Net Time 0.039 (0.712)	Cls Time 0.030 (0.042)	Top1: 0.00
Test [1280/22066]	Net Time 0.080 (0.585)	Cls Time 0.048 (0.043)	Top1: 0.00
Test [1536/22066]	Net Time 1.652 (0.763)	Cls Time 0.060 (0.046)	Top1: 0.00
Test [1792/22066]	Net Time 0.015 (0.656)	Cls Time 0.042 (0.046)	Top1: 0.00
Test [2048/22066]	Net Time 0.059 (0.582)	Cls Time 0.038 (0.045)	Top1: 0.00
Test [2304/22066]	Net Time 0.013 (0.519)	Cls Time 0.055 (0.046)	Top1: 0.00
Test [2560/22066]	Net Time 1.621 (0.629)	Cls Time 0.059 (0.047)	Top1: 0.00
Test [2816/22066]	Net Time 0.009 (0.572)	Cls Time 0.086 (0.051)	Top1: 0.00
Test [3072/22066]	Net Time 0.009 (0.525)	Cls Time 0.060 (0.051)	Top1: 0.00
Test [3328/22066]	Net Time 0.030 (0.487)	Cls Time 0.039 (0.050)	Top1: 0.00
Test [3584/22066]	Net Time 0.863 (0.514)	Cls Time 0.058 (0.051)	Top1: 0.00
Test [3840/22066]	Net Time 0.010 (0.481)	Cls Time 0.047 (0.051)	Top1: 0.00
Test [4096/22066]	Net Time 0.009 (0.451)	Cls Time 0.048 (0.051)	Top1: 0.00
Test [4352/22066]	Net Time 0.009 (0.425)	Cls Time 0.059 (0.051)	Top1: 0.00
Test [4608/22066]	Net Time 1.790 (0.501)	Cls Time 0.060 (0.052)	Top1: 0.00
Test [4864/22066]	Net Time 0.009 (0.475)	Cls Time 0.046 (0.051)	Top1: 0.02
Test [5120/22066]	Net Time 0.008 (0.452)	Cls Time 0.049 (0.051)	Top1: 0.06
Test [5376/22066]	Net Time 0.010 (0.431)	Cls Time 0.046 (0.051)	Top1: 0.24
Test [5632/22066]	Net Time 1.539 (0.481)	Cls Time 0.047 (0.051)	Top1: 0.23
Test [5888/22066]	Net Time 0.039 (0.462)	Cls Time 0.038 (0.050)	Top1: 0.22
Test [6144/22066]	Net Time 0.068 (0.445)	Cls Time 0.031 (0.049)	Top1: 0.21
Test [6400/22066]	Net Time 0.012 (0.428)	Cls Time 0.058 (0.050)	Top1: 0.20
Test [6656/22066]	Net Time 1.017 (0.451)	Cls Time 0.038 (0.049)	Top1: 0.20
Test [6912/22066]	Net Time 0.009 (0.434)	Cls Time 0.047 (0.049)	Top1: 0.19
Test [7168/22066]	Net Time 0.009 (0.419)	Cls Time 0.066 (0.050)	Top1: 0.18
Test [7424/22066]	Net Time 0.023 (0.405)	Cls Time 0.051 (0.050)	Top1: 0.18
Test [7680/22066]	Net Time 1.637 (0.447)	Cls Time 0.059 (0.050)	Top1: 0.17
Test [7936/22066]	Net Time 0.011 (0.432)	Cls Time 0.047 (0.050)	Top1: 0.18
Test [8192/22066]	Net Time 0.010 (0.419)	Cls Time 0.050 (0.050)	Top1: 0.17
Test [8448/22066]	Net Time 0.006 (0.407)	Cls Time 0.061 (0.050)	Top1: 0.17
Test [8704/22066]	Net Time 1.226 (0.431)	Cls Time 0.060 (0.051)	Top1: 0.22
Test [8960/22066]	Net Time 0.023 (0.419)	Cls Time 0.041 (0.050)	Top1: 0.21
Test [9216/22066]	Net Time 0.050 (0.409)	Cls Time 0.006 (0.049)	Top1: 0.21
Test [9472/22066]	Net Time 0.008 (0.398)	Cls Time 0.048 (0.049)	Top1: 0.20
Test [9728/22066]	Net Time 0.885 (0.411)	Cls Time 0.060 (0.049)	Top1: 0.20
Test [9984/22066]	Net Time 0.009 (0.401)	Cls Time 0.046 (0.049)	Top1: 0.19
Test [10240/22066]	Net Time 0.010 (0.391)	Cls Time 0.057 (0.050)	Top1: 0.20
Test [10496/22066]	Net Time 0.009 (0.382)	Cls Time 0.049 (0.050)	Top1: 0.19
Test [10752/22066]	Net Time 1.792 (0.415)	Cls Time 0.068 (0.050)	Top1: 0.19
Test [11008/22066]	Net Time 0.009 (0.406)	Cls Time 0.074 (0.051)	Top1: 0.18
Test [11264/22066]	Net Time 0.009 (0.397)	Cls Time 0.047 (0.050)	Top1: 0.18
Test [11520/22066]	Net Time 0.012 (0.388)	Cls Time 0.056 (0.051)	Top1: 0.17
Test [11776/22066]	Net Time 1.603 (0.414)	Cls Time 0.060 (0.051)	Top1: 0.17
Test [12032/22066]	Net Time 0.010 (0.406)	Cls Time 0.057 (0.051)	Top1: 0.17
Test [12288/22066]	Net Time 0.023 (0.398)	Cls Time 0.053 (0.051)	Top1: 0.16
Test [12544/22066]	Net Time 0.009 (0.390)	Cls Time 0.076 (0.051)	Top1: 0.16
Test [12800/22066]	Net Time 1.357 (0.409)	Cls Time 0.062 (0.052)	Top1: 0.16
Test [13056/22066]	Net Time 0.007 (0.401)	Cls Time 0.048 (0.052)	Top1: 0.15
Test [13312/22066]	Net Time 0.008 (0.394)	Cls Time 0.049 (0.052)	Top1: 0.15
Test [13568/22066]	Net Time 0.009 (0.387)	Cls Time 0.059 (0.052)	Top1: 0.15
Test [13824/22066]	Net Time 1.037 (0.399)	Cls Time 0.039 (0.051)	Top1: 0.14
Test [14080/22066]	Net Time 0.008 (0.392)	Cls Time 0.061 (0.052)	Top1: 0.14
Test [14336/22066]	Net Time 0.010 (0.385)	Cls Time 0.060 (0.052)	Top1: 0.14
Test [14592/22066]	Net Time 0.011 (0.378)	Cls Time 0.046 (0.052)	Top1: 0.14
Test [14848/22066]	Net Time 0.910 (0.387)	Cls Time 0.058 (0.052)	Top1: 0.13
Test [15104/22066]	Net Time 0.009 (0.381)	Cls Time 0.049 (0.052)	Top1: 0.13
Test [15360/22066]	Net Time 0.009 (0.375)	Cls Time 0.046 (0.052)	Top1: 0.13
Test [15616/22066]	Net Time 0.009 (0.369)	Cls Time 0.060 (0.052)	Top1: 0.13
Test [15872/22066]	Net Time 0.948 (0.378)	Cls Time 0.045 (0.052)	Top1: 0.19
Test [16128/22066]	Net Time 0.504 (0.380)	Cls Time 0.048 (0.052)	Top1: 0.19
Test [16384/22066]	Net Time 0.009 (0.374)	Cls Time 0.048 (0.052)	Top1: 0.19
Test [16640/22066]	Net Time 0.023 (0.369)	Cls Time 0.045 (0.051)	Top1: 0.19
Test [16896/22066]	Net Time 0.460 (0.370)	Cls Time 0.039 (0.051)	Top1: 0.18
Test [17152/22066]	Net Time 1.356 (0.385)	Cls Time 0.062 (0.051)	Top1: 0.18
Test [17408/22066]	Net Time 0.080 (0.380)	Cls Time 0.039 (0.051)	Top1: 0.18
Test [17664/22066]	Net Time 0.009 (0.375)	Cls Time 0.059 (0.051)	Top1: 0.18
Test [17920/22066]	Net Time 0.010 (0.370)	Cls Time 0.047 (0.051)	Top1: 0.17
Test [18176/22066]	Net Time 1.512 (0.386)	Cls Time 0.063 (0.051)	Top1: 0.17
Test [18432/22066]	Net Time 0.053 (0.381)	Cls Time 0.039 (0.051)	Top1: 0.17
Test [18688/22066]	Net Time 0.009 (0.376)	Cls Time 0.059 (0.051)	Top1: 0.17
Test [18944/22066]	Net Time 0.013 (0.371)	Cls Time 0.043 (0.051)	Top1: 0.16
Test [19200/22066]	Net Time 0.956 (0.379)	Cls Time 0.047 (0.051)	Top1: 0.16
Test [19456/22066]	Net Time 0.011 (0.374)	Cls Time 0.070 (0.051)	Top1: 0.16
Test [19712/22066]	Net Time 0.158 (0.371)	Cls Time 0.047 (0.051)	Top1: 0.16
Test [19968/22066]	Net Time 0.025 (0.367)	Cls Time 0.062 (0.052)	Top1: 0.16
Test [20224/22066]	Net Time 0.977 (0.375)	Cls Time 0.059 (0.052)	Top1: 0.15
Test [20480/22066]	Net Time 0.008 (0.370)	Cls Time 0.048 (0.052)	Top1: 0.15
Test [20736/22066]	Net Time 0.800 (0.375)	Cls Time 0.040 (0.051)	Top1: 0.15
Test [20992/22066]	Net Time 0.006 (0.371)	Cls Time 0.081 (0.052)	Top1: 0.15
Test [21248/22066]	Net Time 0.273 (0.370)	Cls Time 0.051 (0.052)	Top1: 0.15
Test [21504/22066]	Net Time 0.006 (0.365)	Cls Time 0.061 (0.052)	Top1: 0.16
Test [21760/22066]	Net Time 0.534 (0.367)	Cls Time 0.050 (0.052)	Top1: 0.16
Test [22016/22066]	Net Time 0.006 (0.363)	Cls Time 0.049 (0.052)	Top1: 0.15
Test [22066/22066]	Net Time 0.006 (0.359)	Cls Time 0.011 (0.051)	Top1: 0.16
Epoch: [7][0/690]	Time 3.230 (3.230)	Data 3.049 (3.049)	Loss 13.8396 (13.8396)	
Epoch: [7][10/690]	Time 0.145 (1.150)	Data 0.000 (0.994)	Loss 13.2229 (14.0091)	
Epoch: [7][20/690]	Time 0.318 (0.884)	Data 0.166 (0.732)	Loss 14.3138 (13.9818)	
Epoch: [7][30/690]	Time 0.143 (0.909)	Data 0.000 (0.757)	Loss 14.3934 (14.1626)	
Epoch: [7][40/690]	Time 0.143 (0.863)	Data 0.000 (0.710)	Loss 15.3097 (14.4224)	
Epoch: [7][50/690]	Time 0.156 (0.848)	Data 0.000 (0.694)	Loss 14.5928 (14.5208)	
Epoch: [7][60/690]	Time 0.150 (0.862)	Data 0.000 (0.708)	Loss 14.7860 (14.5676)	
Epoch: [7][70/690]	Time 0.170 (0.826)	Data 0.000 (0.672)	Loss 14.8920 (14.5591)	
Epoch: [7][80/690]	Time 0.144 (0.853)	Data 0.000 (0.699)	Loss 15.5810 (14.6037)	
Epoch: [7][90/690]	Time 0.145 (0.819)	Data 0.000 (0.665)	Loss 15.7232 (14.7523)	
Epoch: [7][100/690]	Time 0.781 (0.819)	Data 0.636 (0.666)	Loss 14.2857 (14.7312)	
Epoch: [7][110/690]	Time 0.147 (0.832)	Data 0.000 (0.679)	Loss 14.2648 (14.6934)	
Epoch: [7][120/690]	Time 0.159 (0.825)	Data 0.000 (0.672)	Loss 14.1469 (14.6657)	
Epoch: [7][130/690]	Time 0.189 (0.827)	Data 0.000 (0.673)	Loss 15.2874 (14.6821)	
Epoch: [7][140/690]	Time 0.157 (0.809)	Data 0.000 (0.654)	Loss 14.3129 (14.6891)	
Epoch: [7][150/690]	Time 1.510 (0.818)	Data 1.367 (0.664)	Loss 14.7961 (14.7074)	
Epoch: [7][160/690]	Time 0.146 (0.811)	Data 0.000 (0.657)	Loss 14.4764 (14.7222)	
Epoch: [7][170/690]	Time 0.173 (0.828)	Data 0.000 (0.674)	Loss 15.7487 (14.7497)	
Epoch: [7][180/690]	Time 0.163 (0.817)	Data 0.000 (0.663)	Loss 15.8557 (14.7940)	
Epoch: [7][190/690]	Time 0.162 (0.820)	Data 0.000 (0.666)	Loss 15.7566 (14.8383)	
Epoch: [7][200/690]	Time 0.148 (0.816)	Data 0.000 (0.662)	Loss 15.3982 (14.8672)	
Epoch: [7][210/690]	Time 0.160 (0.829)	Data 0.000 (0.675)	Loss 13.8039 (14.8514)	
Epoch: [7][220/690]	Time 0.156 (0.822)	Data 0.000 (0.668)	Loss 14.6476 (14.8178)	
Epoch: [7][230/690]	Time 0.148 (0.824)	Data 0.000 (0.670)	Loss 15.7689 (14.8420)	
Epoch: [7][240/690]	Time 0.145 (0.819)	Data 0.000 (0.665)	Loss 15.8388 (14.8772)	
Epoch: [7][250/690]	Time 0.146 (0.821)	Data 0.000 (0.666)	Loss 13.7612 (14.8754)	
Epoch: [7][260/690]	Time 1.407 (0.817)	Data 1.257 (0.663)	Loss 13.9089 (14.8440)	
Epoch: [7][270/690]	Time 0.214 (0.821)	Data 0.000 (0.666)	Loss 14.5572 (14.8343)	
Epoch: [7][280/690]	Time 1.853 (0.820)	Data 1.709 (0.665)	Loss 14.3762 (14.8357)	
Epoch: [7][290/690]	Time 0.145 (0.817)	Data 0.000 (0.663)	Loss 14.6384 (14.8275)	
Epoch: [7][300/690]	Time 1.489 (0.817)	Data 1.334 (0.662)	Loss 13.8497 (14.8054)	
Epoch: [7][310/690]	Time 0.149 (0.820)	Data 0.000 (0.665)	Loss 13.6663 (14.7847)	
Epoch: [7][320/690]	Time 0.157 (0.814)	Data 0.000 (0.660)	Loss 14.4437 (14.7679)	
Epoch: [7][330/690]	Time 1.564 (0.818)	Data 1.417 (0.663)	Loss 14.8476 (14.7613)	
Epoch: [7][340/690]	Time 0.146 (0.819)	Data 0.000 (0.664)	Loss 14.4206 (14.7527)	
Epoch: [7][350/690]	Time 3.511 (0.824)	Data 3.351 (0.669)	Loss 14.0935 (14.7382)	
Epoch: [7][360/690]	Time 0.157 (0.819)	Data 0.000 (0.664)	Loss 14.7984 (14.7273)	
Epoch: [7][370/690]	Time 2.021 (0.818)	Data 1.878 (0.664)	Loss 14.8354 (14.7287)	
Epoch: [7][380/690]	Time 0.980 (0.814)	Data 0.835 (0.660)	Loss 14.4633 (14.7265)	
Epoch: [7][390/690]	Time 0.162 (0.817)	Data 0.000 (0.661)	Loss 14.7148 (14.7210)	
Epoch: [7][400/690]	Time 2.710 (0.819)	Data 2.554 (0.663)	Loss 13.9061 (14.7105)	
Epoch: [7][410/690]	Time 0.148 (0.812)	Data 0.000 (0.657)	Loss 14.3400 (14.6969)	
Epoch: [7][420/690]	Time 2.989 (0.817)	Data 2.821 (0.661)	Loss 14.9128 (14.6951)	
Epoch: [7][430/690]	Time 0.146 (0.815)	Data 0.000 (0.660)	Loss 15.1421 (14.6973)	
Epoch: [7][440/690]	Time 1.440 (0.814)	Data 1.282 (0.659)	Loss 13.8964 (14.6853)	
Epoch: [7][450/690]	Time 1.385 (0.814)	Data 1.217 (0.659)	Loss 14.3141 (14.6692)	
Epoch: [7][460/690]	Time 1.100 (0.813)	Data 0.945 (0.657)	Loss 13.9816 (14.6567)	
Epoch: [7][470/690]	Time 3.425 (0.815)	Data 3.269 (0.660)	Loss 13.7585 (14.6475)	
Epoch: [7][480/690]	Time 0.159 (0.815)	Data 0.000 (0.660)	Loss 14.0539 (14.6324)	
Epoch: [7][490/690]	Time 2.318 (0.815)	Data 2.173 (0.659)	Loss 14.0324 (14.6189)	
Epoch: [7][500/690]	Time 0.166 (0.818)	Data 0.000 (0.662)	Loss 14.1670 (14.6079)	
Epoch: [7][510/690]	Time 0.148 (0.814)	Data 0.000 (0.658)	Loss 14.0915 (14.6021)	
Epoch: [7][520/690]	Time 0.147 (0.813)	Data 0.000 (0.658)	Loss 14.5579 (14.6001)	
Epoch: [7][530/690]	Time 3.329 (0.818)	Data 3.170 (0.662)	Loss 14.4193 (14.5934)	
Epoch: [7][540/690]	Time 0.145 (0.814)	Data 0.000 (0.659)	Loss 14.4635 (14.5851)	
Epoch: [7][550/690]	Time 0.157 (0.814)	Data 0.000 (0.659)	Loss 14.0880 (14.5747)	
Epoch: [7][560/690]	Time 2.049 (0.818)	Data 1.837 (0.662)	Loss 13.9156 (14.5625)	
Epoch: [7][570/690]	Time 0.143 (0.816)	Data 0.000 (0.660)	Loss 14.4062 (14.5540)	
Epoch: [7][580/690]	Time 2.386 (0.817)	Data 2.241 (0.662)	Loss 13.8932 (14.5473)	
Epoch: [7][590/690]	Time 0.268 (0.814)	Data 0.123 (0.659)	Loss 14.2386 (14.5396)	
Epoch: [7][600/690]	Time 0.148 (0.815)	Data 0.000 (0.659)	Loss 13.6886 (14.5319)	
Epoch: [7][610/690]	Time 1.928 (0.818)	Data 1.768 (0.662)	Loss 13.8363 (14.5210)	
Epoch: [7][620/690]	Time 0.147 (0.818)	Data 0.000 (0.662)	Loss 13.8060 (14.5143)	
Epoch: [7][630/690]	Time 2.061 (0.819)	Data 1.904 (0.663)	Loss 13.7783 (14.5031)	
Epoch: [7][640/690]	Time 0.650 (0.815)	Data 0.494 (0.659)	Loss 13.8924 (14.4914)	
Epoch: [7][650/690]	Time 1.542 (0.816)	Data 1.394 (0.660)	Loss 14.1072 (14.4835)	
Epoch: [7][660/690]	Time 0.226 (0.816)	Data 0.000 (0.660)	Loss 13.8203 (14.4771)	
Epoch: [7][670/690]	Time 2.932 (0.818)	Data 2.774 (0.662)	Loss 13.7777 (14.4659)	
Epoch: [7][680/690]	Time 0.145 (0.815)	Data 0.000 (0.658)	Loss 14.0880 (14.4605)	
Test [256/22066]	Net Time 2.713 (2.713)	Cls Time 0.047 (0.047)	Top1: 0.00
Test [512/22066]	Net Time 0.099 (1.406)	Cls Time 0.052 (0.049)	Top1: 0.20
Test [768/22066]	Net Time 0.009 (0.941)	Cls Time 0.051 (0.050)	Top1: 0.26
Test [1024/22066]	Net Time 0.012 (0.709)	Cls Time 0.047 (0.049)	Top1: 0.29
Test [1280/22066]	Net Time 1.218 (0.810)	Cls Time 0.049 (0.049)	Top1: 0.23
Test [1536/22066]	Net Time 0.564 (0.769)	Cls Time 0.060 (0.051)	Top1: 0.20
Test [1792/22066]	Net Time 0.023 (0.663)	Cls Time 0.047 (0.050)	Top1: 0.28
Test [2048/22066]	Net Time 0.010 (0.581)	Cls Time 0.047 (0.050)	Top1: 0.24
Test [2304/22066]	Net Time 0.746 (0.599)	Cls Time 0.048 (0.050)	Top1: 0.22
Test [2560/22066]	Net Time 1.030 (0.642)	Cls Time 0.057 (0.050)	Top1: 0.20
Test [2816/22066]	Net Time 0.035 (0.587)	Cls Time 0.038 (0.049)	Top1: 0.18
Test [3072/22066]	Net Time 0.034 (0.541)	Cls Time 0.042 (0.049)	Top1: 0.16
Test [3328/22066]	Net Time 0.403 (0.531)	Cls Time 0.046 (0.049)	Top1: 0.15
Test [3584/22066]	Net Time 0.850 (0.553)	Cls Time 0.058 (0.049)	Top1: 0.14
Test [3840/22066]	Net Time 0.009 (0.517)	Cls Time 0.047 (0.049)	Top1: 0.16
Test [4096/22066]	Net Time 0.010 (0.485)	Cls Time 0.048 (0.049)	Top1: 0.20
Test [4352/22066]	Net Time 0.557 (0.490)	Cls Time 0.046 (0.049)	Top1: 0.23
Test [4608/22066]	Net Time 1.634 (0.553)	Cls Time 0.059 (0.049)	Top1: 0.41
Test [4864/22066]	Net Time 0.009 (0.525)	Cls Time 0.046 (0.049)	Top1: 0.39
